review,hours,votes,sentiment
Best souls-like game!,51.5,0,1
"It helps you in your character building irl - -> You learn to keep trying despite failure.... -> You understand that every mistake you make improves you.... -> Sometimes you can let go of things, if they are too difficult... -> You learn to overcome your fears... -> Above everything else.... you realize that you will be maidenless for times eternal.... Great game if you have the grit to navigate the first 10 hours.... Once you do that, you get used to the foes and its a fun experience...",75.8,0,1
Miyazaki glazer till i die.,226.6,0,1
I hate it,85.4,1,1
:),388.0,0,1
10/10,162.5,0,1
Nice ring,74.6,0,1
yes,32.1,0,1
GOAT,160.4,0,1
very hard,190.8,0,1
fun i guess,26.7,0,1
"100% worth the buy if you have any interest in games like Dark Souls. It has a OK story, fantastic game play, satisfying bosses and weapons, a very beautiful and expansive world and so much more. Definitely worth 60 dollars and I can't wait for the DLC to come out cause I will definitely be buying it.",80.4,0,1
Praise the sun!/10 Game's phenomenal,24.5,0,1
fun,48.2,0,1
"Writing this review is difficult for me. As a Souls Fan, having played all the Demon/Dark Souls games, I was hyped to Start a new adventure on the PC. The game looks beautiful, the mechanics works great and exploring the lands were interesting in the begining. I took some time to beat the Tutorial Boss with the wretch class. This Challenge would prepare me for what was about to come, but already showed me a bit the difference with Elden Ring. I cant really put the thumbs on the issue, but the balancing of the enemies and the bosses felt off. Many of the bosses, which for example didnt Start in Limgrave, would be beaten in the first try, while Semi Bosses like crucible knights would whoop the floor with me. Most of the bosses are big monstrosities, which can still do like 30 backflips and sideslides in a row to pierce you from behind. Camera is still a big problem, especially with the big bosses like giants or Dragons. When you have to attack around the ankles, you fight more with the Camera hoping to See, from where the attack will come. Also a anoying feature were those delayed Attacs, trying to bait you into rolling too early. Souls games always felt Hard but fair. With Elden Ring, I sometimes didnt have that feeling. While for example the Godskin Duo Was beaten first try, it took me a couple hours to fight of the Crucible Knights Duo. Those enemies would run after me full circle and spaming poise Breaking attacks one after the other. After discovering the third Land, the size of the maps started to wear down. I would Start to run through sections with torrent, because discovery and fighting would take too much time. The scale was unnecessary high and felt with the story shortage quite empty. The Options to buy the +7/+8 stone to Upgrade the Weapon up to +24 could have come a bit earlier and not on the last map. It Made the changing and testing of weapons more difficult. In the end I was able to get all 15 remenbraces, but the balancing of some bosses felt very off. Like, I can understand that Malenia would be very strong, but why would it make sense that she heals herself hitting your shield? In the end, I had to search for very specific Weapons and ashes to melt down her Life Bar. The same with the Elden Beast, due his immunities and running fight tactics, my regular weapons wouldnt make enough damage. After hours of trying, I had to research and change to a Black Fire Weapon to beat him. Finishing the game left me with regret, frustration and disappointment. Nothing close to what yould normally feel beating a Souls game.",124.4,12,0
Great game,1814.7,0,1
.,122.9,0,1
10/10 game i cant wait for dlc,149.6,0,1
"No onion knight, terrible game. 10/10",301.2,0,1
Elden Ring,89.7,0,1
finally got ♥♥♥♥♥♥♥,170.5,0,1
good,18.0,0,1
Crashes every 10 minute. Used to run fine,110.5,2,0
kool game,476.2,0,1
best game,54.9,0,1
"TOGETHAAAA, WE WILL DEVOAHHH",269.4,0,1
Playing through Elden Ring with two friends using the Seamless Co-Op mod is the single best gaming experience I've ever had in my life. Full stop.,487.9,0,1
best game they do for now,282.5,0,1
I enjoyed it.,175.4,0,1
"From the graphics to the music, to the storyline and to the gameplay, despite how hard it is, you can actually feel the need for 'true redemption' of each of the employees in the company. Hence, you get something that most people have been longing for that they don't even realize were lacking in their lives, that rare thing is what you call 'honesty'. There are very few video games in the world that are actually 'honest' and this game is obviously one of them.",130.2,0,1
The best Open World for Soulsborne veterans and newcomers alike. With unlimited possibility of play this is the new modern Darksouls With endless possibility of weapon choices and many challenges in your journey. You can easily sink 100 hours in your first week of the game with amazing world building telling by the legendary George R. R. Martin. Immersive visuals all under 50 Gigabytes make this a gold standard for games to follow in the future. With DLC coming soon being rumored to be as big as the full game this is the only game you can ever want for this years. Finally a game worthy of takeing my favorite game of all time.,228.7,0,1
you will get mad. you will get angry for dying to many time. but you will learn. and you will become better at this game. you will get stronger. and you will get sooo rewarded for defeating the bosses. what i am trying to say... JUST BUY THIS GAME ALREADY,8.1,0,1
muito bão,243.1,0,1
"After all that, I'm still maidenless...",286.8,0,1
"From the very first encounter this game makes it very clear that it's going to teach you how to play by killing you a lot. When you start it's going to feel ridiculously hard to the point where you may want to quit. But if you stick with it you'll find that because of that learning curve you can play the whole game with virtually any weapon or any build you want it will just take some (possibly a lot) of practice to master the ins and outs. Also because of that learning curve, when you finally do start wreaking bosses all the time the sense of accomplishment becomes that much more satisfying because you put in so much work to get there.",162.6,0,1
Elden beast nearly put me on the verge of tears Greatest Game Ever,71.8,0,1
I'm not going to run away! I never go back on my word! That's my Nindo: my Ninja way!,114.7,0,1
Good game. Yes.,35.1,0,1
This game is easy Trust,94.5,0,1
Best From soft game to date.,205.3,0,1
"Try finger, but hole.",76.1,0,1
"Git Gud Game The only reason I play games is to relax. A week after, I was diagnose with hypertension :D ... one of the best souls game, if not the BEST. PS completed this on Playstation. Anyways I doubt anyone reading this.",3.1,0,1
Product received for free I need more rune,169.2,0,1
"fajna gra, polecam",86.4,0,1
"If only I had a, you don't have the right you don't have the, two-handing required ahead, ahh... out of stamina.",309.8,1,1
Sure is something...,25.9,0,1
POReaokefkjlfjioifuhsiueocf,52.6,0,1
I love to die over and over and over and over and over and over and over and-,57.5,1,1
aMAZING!,158.3,0,1
Thank you Michael Zaki <3,10.0,0,1
10/10,118.5,0,1
———————————No maidens?——————————— ⠀ ⣞⢽⢪⢣⢣⢣⢫⡺⡵⣝⡮⣗⢷⢽⢽⢽⣮⡷⡽⣜⣜⢮⢺⣜⢷⢽⢝⡽⣝ ⠸⡸⠜⠕⠕⠁⢁⢇⢏⢽⢺⣪⡳⡝⣎⣏⢯⢞⡿⣟⣷⣳⢯⡷⣽⢽⢯⣳⣫⠇ ⠀⠀⢀⢀⢄⢬⢪⡪⡎⣆⡈⠚⠜⠕⠇⠗⠝⢕⢯⢫⣞⣯⣿⣻⡽⣏⢗⣗⠏⠀ ⠀⠪⡪⡪⣪⢪⢺⢸⢢⢓⢆⢤⢀⠀⠀⠀⠀⠈⢊⢞⡾⣿⡯⣏⢮⠷⠁⠀⠀ ⠀⠀⠀⠈⠊⠆⡃⠕⢕⢇⢇⢇⢇⢇⢏⢎⢎⢆⢄⠀⢑⣽⣿⢝⠲⠉⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⡿⠂⠠⠀⡇⢇⠕⢈⣀⠀⠁⠡⠣⡣⡫⣂⣿⠯⢪⠰⠂⠀⠀⠀⠀ ⠀⠀⠀⠀⡦⡙⡂⢀⢤⢣⠣⡈⣾⡃⠠⠄⠀⡄⢱⣌⣶⢏⢊⠂⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⢝⡲⣜⡮⡏⢎⢌⢂⠙⠢⠐⢀⢘⢵⣽⣿⡿⠁⠁⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠨⣺⡺⡕⡕⡱⡑⡆⡕⡅⡕⡜⡼⢽⡻⠏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⣼⣳⣫⣾⣵⣗⡵⡱⡡⢣⢑⢕⢜⢕⡝⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⣴⣿⣾⣿⣿⣿⡿⡽⡑⢌⠪⡢⡣⣣⡟⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⡟⡾⣿⢿⢿⢵⣽⣾⣼⣘⢸⢸⣞⡟⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠁⠇⠡⠩⡫⢿⣝⡻⡮⣒⢽⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ —————————————————————————————,136.1,0,1
one of the best,75.2,0,1
"Is epic, buy",311.6,0,1
Fun for about 15 hours. Rest is mid. Go play Nioh 2 instead. Hodor.,102.6,2,0
lots of death,117.5,0,1
cool game,148.4,0,1
elden ring,140.5,1,1
i enjoy very uch,11.7,0,1
My characters feet were really cute.,211.1,1,1
"good game, lots of playability",222.1,0,1
"I find this game to be very bland and just kind of boring. Color pallet is boring and bland, sound effects are eh, voices of npc are stale and non emotional. Mobs are boring and unoriginal unless its a boss. its just is ehhhh.",10.5,1,0
big bonk,36.7,0,1
Bleeeeeeeeeeeeed,151.2,0,1
"As my first souls game, I had an amazing experience playing it. Overall It's a great game that has an awesome and rich story with godly OST. 10/10",125.7,0,1
Perfect,107.7,0,1
"I am Malenia, Blade of Miquella",127.5,0,1
:),179.3,0,1
fingers but hole,117.5,0,1
11/10,6.4,0,1
"Such open much world, much builds such fun, so many deaths so many kills",64.6,0,1
"roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, roll, and maby roll",8.1,1,1
This one is on an another level!,299.3,0,1
really Nice Game,343.6,0,1
Endless hours of replay value,137.6,0,1
"very good, i like VERY moocho gracias",171.9,0,1
best game i ever played,20.4,0,1
"Was worried about the open word setting, but was really fun to play. The souls core remained.",60.5,0,1
Good game.,46.1,0,1
Good game,108.8,0,1
The best game i ever played! ^-^,36.6,0,1
Dark souls 4,443.6,0,1
Good game.,47.8,0,1
fun make me angry,259.8,0,1
good open world rpg,62.3,0,1
"very impressive in many ways, it's hard to express it into words",2.2,0,1
amazing game,225.4,0,1
Tarnished,87.7,0,1
it's fine i guess.. (imo better in coop using seamless coop),227.0,0,1
give me more,89.7,0,1
Absolutely loved it,81.2,0,1
"It was fun the first time I played it and it's still fun today. My first souls game experience was this game, I almost quit after dying so much but came back and fell in love after getting gud lol",42.9,0,1
"Great game, could just call it masterpiece. Game awards you for your patients and punishes you for trying over the board Recommended experience",223.3,0,1
"Huge fan of most FromSoftware games, wasn't disappointed with this one.",158.6,0,1
no easy mode,38.8,0,1
10/10,257.6,0,1
"Purely the fact that the game is open world, so you can explore elsewhere if a boss is giving you a hard time, makes this the best soulsborne game.",86.3,1,1
very hard pen,162.9,0,1
pew pew prrrrrrrrrrah krah krah krah ahhhhhhh,63.9,0,1
All I see is blue,378.8,0,1
You have no friends here except your Claymore,24.5,0,1
amazing :),115.2,0,1
Perfect.,239.7,0,1
my only regret is that i started playing this game way too late,127.0,1,1
2nd Best Fromsoft game so far. Please bring Bloodborne to PC,198.2,0,1
for the sexy ranni,26.5,0,1
This one of my favorite games of all time. Can’t wait for DLC!!,226.7,0,1
good,187.2,0,1
good,361.9,0,1
Good game.,84.4,0,1
"This game has content you need to google in order to find, I find it very annoying. Like boss that only come at night and special bosses that you need to stop and hit a random skeleton to find... I am a true souls fan, and I understand not anyone will agree but this is my personal experience P.S ♥♥♥♥ Yuval who recommended me this game",20.9,2,0
"This is an amazing game. it looks so good and the gameplay is nice too. I dont really like big story games but this one is soooooooooo good that eaven i like it. its a hard game but if you do some side quest, it will get to a normal difficulty, so every one can play this game.",64.9,0,1
this game is awsome,28.8,0,1
^ω^,1.0,0,1
nice game,368.1,0,1
GOAT. I mean they have goats. Good game,371.5,0,1
Miyazaki Chan,142.6,0,1
what if dark soul was gta??,4.1,0,1
Brecher Game,222.4,0,1
10/10 good game,168.8,0,1
"Great game, gonna play this a lot in the future. For anyone asking, yes it was worth the time and the money ive put in this game. Praise the Elden Ring!",131.6,0,1
"Great open world without hand-holding, and exploring is almost always rewarding. Combat is familiar for Souls players.",205.4,0,1
love it . its more in line whith dark souls then bloodborn .,243.6,0,1
Loved the setting.,109.2,0,1
Present rump,104.2,0,1
😻😻,139.9,0,1
monke,70.2,0,1
"I was always scared of playing Souls-like games, I heard about how hard and stressful they are. and its true, elden ring was hard and stressful at times, and I wanted to stop playing a few hours into the game, but I just couldn't stop after killing Margit. I got hooked. and I just kept going and going. I love this game, Beautiful open world. check. Challenging boss fights. check. Compelling story. check. and oh don't get me started on loot/items/gear, collecting them is fun, using them is even more so, and some how they got the upgrade right, it wasn't too stressing to collect upgrade mats. all in all, fun game, masterpiece for sure. can't wait for the DLC",148.0,1,1
It is a dark soul In an open world fashion all that you need to know. It is great.,44.1,0,1
Great game.,38.6,0,1
a huge W buy it,45.7,0,1
💀,118.4,1,1
hard,19.9,0,1
its elden ring so ofcourse its the best game ever,232.6,0,1
fun,59.2,0,1
Other games feel just waste of time after completing this masterpiece.,274.4,0,1
+ เนื้อเรื่องสุดยอดมาก (มีซับไทย) + บอสแต่ละตัวมีเอกลักษณ์เฉพาะตัวสูง + ใครแฟนตละกูลโซลเดินฟามชิลๆ + Map กว้างมาก (ความลับในเกมเยอะ) + คุณค่าในการเล่นซ้ำสูง (มีฉากจบเยอะ) ปล.รอ DLC อยู่นะจะ,132.4,0,1
amazing,291.2,1,1
I love this Game,213.4,0,1
Best game ever,154.6,0,1
My university life is not going well because of souls like games.,29.5,0,1
Best game i have ever played 1st Souls-like game that i played too,300.7,0,1
🍗,14.1,0,1
Perfect (o゜▽゜)o☆☆☆☆☆,163.5,0,1
Yeah it's a fun game,203.5,0,1
game has consumed my life,148.0,0,1
its great,72.8,0,1
What are you waiting for .GO and buy it right now!!!!!!!!!!!!!!!!,60.5,0,1
Get gud scrub,250.2,0,1
blood and gut,128.7,0,1
hayatımın oyunu,139.7,0,1
"die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat die, repeat i love it",15.6,0,1
ME LIKE CANCER DIE FROM IT THEN DIE MORE GET BRAIN ROT. Win?,359.7,0,1
10/10,24.9,0,1
this game for babies?,12.7,0,1
Go gigachad strength build,120.7,0,1
very impressive,175.8,0,1
The only downside to it is tha we have to wait for the next FromSoftware title.,156.0,0,1
Great single player game but the co-op wasn't what i expected. It was a help me fight boss or challenging area and not lets play the story/game together.,148.1,0,1
Product received for free may chaos take the world !,597.4,0,1
⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠛⠛⠛⠋⠉⠈⠉⠉⠉⠉⠛⠻⢿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⡿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⢿⣿⣿⣿⣿ ⣿⣿⣿⣿⡏⣀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿ ⣿⣿⣿⢏⣴⣿⣷⠀⠀⠀⠀⠀⢾⣿⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿ ⣿⣿⣟⣾⣿⡟⠁⠀⠀⠀⠀⠀⢀⣾⣿⣿⣿⣿⣿⣷⢢⠀⠀⠀⠀⠀⠀⠀⢸⣿ ⣿⣿⣿⣿⣟⠀⡴⠄⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⣿ ⣿⣿⣿⠟⠻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⢴⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⣿ ⣿⣁⡀⠀⠀⢰⢠⣦⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⡄⠀⣴⣶⣿⡄⣿ ⣿⡋⠀⠀⠀⠎⢸⣿⡆⠀⠀⠀⠀⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⠗⢘⣿⣟⠛⠿⣼ ⣿⣿⠋⢀⡌⢰⣿⡿⢿⡀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣧⢀⣼ ⣿⣿⣷⢻⠄⠘⠛⠋⠛⠃⠀⠀⠀⠀⠀⢿⣧⠈⠉⠙⠛⠋⠀⠀⠀⣿⣿⣿⣿⣿ ⣿⣿⣧⠀⠈⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⠀⠀⠀⠀⢀⢃⠀⠀⢸⣿⣿⣿⣿ ⣿⣿⡿⠀⠴⢗⣠⣤⣴⡶⠶⠖⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡸⠀⣿⣿⣿⣿ ⣿⣿⣿⡀⢠⣾⣿⠏⠀⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠀⣿⣿⣿⣿ ⣿⣿⣿⣧⠈⢹⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿ ⣿⣿⣿⣿⡄⠈⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⣾⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣦⣄⣀⣀⣀⣀⠀⠀⠀⠀⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠙⣿⣿⡟⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠁⠀⠀⠹⣿⠃⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⢐⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠿⠛⠉⠉⠁⠀⢻⣿⡇⠀⠀⠀⠀⠀⠀⢀⠈⣿⣿⡿⠉⠛⠛⠛⠉⠉ ⣿⡿⠋⠁⠀⠀⢀⣀⣠⡴⣸⣿⣇⡄⠀⠀⠀⠀⢀⡿⠄⠙⠛⠀⣀⣠⣤⣤⠄,147.5,0,1
"Best open world game I have played so far, looking forward for the DLC.",200.1,0,1
man...,82.0,0,1
ಠ_ಠ,162.2,0,1
I am Malenia. Blade of Miquella.,70.5,0,1
Maidenless in game and irl too FeelsBadMan,125.8,0,1
Top ♥♥♥♥ fr,4.4,0,1
"Bro, if you want joy soul game, then you have to try.But you already know that",412.4,0,1
yep yep yep :3,107.0,0,1
This game is hugeeeeee! There is so much to explore and see. 10/10.,54.8,0,1
Amazing game,296.8,0,1
best game <3 get the coop mod for it if you're gonna play with a friend tho,109.7,0,1
May Chaos take the world!!,134.3,0,1
BRING BLOODBORNE TO PC,163.5,0,1
Can be hugged by a woman 👍,137.0,0,1
.,45.3,0,1
"Incredible, with a few parts of the open world that tend to feel a little bit dragged out, but you can mostly speedrun or avoid them if you want.",378.0,0,1
This is my FIRST souls game and i freaking love it,81.4,0,1
Good game,304.3,0,1
It's easier than other Souls Game. But make it more enjoyable.,95.5,0,1
The best game I've ever played. I thought it would be so difficult to play souls-like games for me cause I've never played one before and to be honest it was until I got used to the mechanics then it wasn't so bad. I'm on NG+ and loving it!,46.8,0,1
"truly one of the goat games ever made and i don't think another game will come close to this perfection, story, exploration, map design, difficulty, soundtrack, and just overall enjoyment for many years to come. there's a lot of games i'd wish to play again for the first time to really relive the experience, this game topples them all, this and bloodborne are miyasaki's greatest achievements",198.6,0,1
the goat,54.7,0,1
"""Let me solo him!"" - Petrea",66.9,0,1
-(----,39.1,0,1
I forced my gf to play it with me and it was the best decision of my life. Our relationship improved a lot since now we fight in game not in real life. 10/10 would recommend!,69.6,0,1
Good game 😎,152.8,0,1
This game is a masterpiece that made me forget about my social life during the cold winter months. No regrets; highly recommended! :D,99.0,0,1
Still by far one of the best games created !!!!! Highly recommended !!!,202.6,0,1
10 WATERFOWL DANCES OUT OF 10,108.2,0,1
"The second best game i have ever had the chance to lay my eyes on, thanks FromSoftware <3",179.5,0,1
best souls game of all time,54.1,0,1
not enough poison swamps or feet,144.2,0,1
best souls game that ever made.,49.3,0,1
Top,274.6,0,1
"I liked it, I will play it again and again and i will like it even more.",128.7,0,1
I thought that it was fun,75.0,0,1
Nice,31.2,0,1
From the greatness of Dark Souls to this aimless and boring open world garbage. 2/10,3.9,1,0
Historia: 9.5/10 Controles: 10/10 Banda Sonora: 10/10 Gráficos: 10/10 AI: 9/10 Replay Value: 8.5/10 Multiplayer: 9/10 GOTY,163.7,2,1
:D,39.3,0,1
I forgor to review this game. It's fun.,95.2,0,1
good,274.6,0,1
Are you lost?,67.4,0,1
Bloodborne on PC please,418.9,0,1
Love the game but raged a lot,99.3,0,1
good,312.1,1,1
Put these foolish ambitions to rest.,253.2,0,1
It's ok.,35.3,0,1
v good,63.6,0,1
Can't wait for ELDEN RING 3,347.9,0,1
One of the best game ever made,87.2,0,1
"Very good, yes indeeeed, very.",339.9,0,1
JUST PERFECT,118.6,0,1
one of the games of all time,160.1,0,1
"very fun, very easy, yes",126.4,0,1
<3,95.5,0,1
Too easy for a DarkSoul gamer,33.4,0,1
"My first game in the Souls-like genre, really enjoyed it.",284.2,0,1
is good,256.4,0,1
"OOH, ELDEN RING",73.7,0,1
ENABLE SEAMLESS CO OP AGAIN YOU ♥♥♥♥♥♥ DEVELOPERS THERE WAS NOTHING WRONG WITH IT AND JUST GAVE PEOPLE A BETTER WAY TO PLAY ELDEN RING CO OP OTHER THAN YOUR ♥♥♥♥♥♥ IN GAME CO OP THAT DOESN'T EVEN LET PEOPLE PROGRESS THE STORY TOGETHER EAT ♥♥♥♥,132.9,7,0
touch grace,19.5,0,1
I hate myself! (The 100+ hours version),193.9,0,1
🐢dog🐢,318.8,0,1
"Best part when you parkour through the roofs, die few times from fall damage to get to that shiny loot for 5 arrows.",241.0,1,1
comet azur go brrrr,117.9,0,1
10/10,118.2,1,1
Ooga Booga,206.7,0,1
This is the first fromsoftaware game i completed the story in and the first soulslike game i completed i tried the others but i would probably say this is the most easy of them all and in the future i will probably play the other games and i will get the dlc for Elden ring also because it was so much fun. It was really nice with the open world and everything really good xD. I like the bloodfang blade and what i used the most this playthrough. Amazing sceneri and graphics with a really nice style to it all! 10 out of 10 baby!,55.5,0,1
"It's a new game from Dark Souls franchrise creators. It is super difficult yet rewarding game in which you need to show skill. The nice thing is open world game type. Previous games lacked that. BUT, Elden Ring doesn't have that darkness in it like other Souls have and it is slightly easier. The rest, so the combat system, music, enemies, cutscenes are on top. There is just darkness missing. Overall it is a solid 9/10. We will see what DLC will bring to us.",102.9,0,1
"well i became elden lord when the game first came out but i wanted to play it again so i purchased it on steam and am now aiming for NG+7, the only problem is... the game is too fun to just focus on the main objective which is increasing my total hours played. props to from software for doing something no-one else could. if you're new and want to try the game out. good luck and have fun!",72.1,0,1
"Dark Souls, but more casual. Perfect option to introduce your partner to the world of DS and play together",148.7,0,1
"I have finished the game two times, ~1 year apart with two different playstyles. Normally I am not a Soulslike-Fan, but this game is just phenomenal.",142.6,0,1
yeah,68.5,1,1
One of the best Souls Game!,142.8,0,1
nice,170.6,0,1
Nice game,258.1,0,1
Good game so Bloodborn pc when ? >:D,73.2,0,1
gud,145.6,0,1
⠉⢻⡟⠉⠉⠇⠤⣤⠄⠀⠠⣤⡤⣤⣀⠀⢤⣤⠤⣤⠤⣤⡤⠀⠠⣤⠄⠀⠀⢤⡤⢤⣀⠀⢤⣤⠤⠤⣤⠄⠀⠠⣤⢄⣴⠖⠋⠉⢲⠀ ⠀⢸⣇⣀⣠⠀⠀⣿⠀⠀⠀⢸⠀⠀⠘⣷⡀⣿⣀⡌⠀⢸⠻⣦⡀⢸⠀⠀⠀⢸⣇⣠⡿⠀⠀⣿⠀⠀⣿⠻⣄⠀⡇⣾⡏⠀⠀⠀⠈⠀ ⠀⢸⡇⠀⠈⠀⠀⣿⠀⠀⡤⣸⡀⠀⢠⡿⢀⣿⠀⢁⡄⢸⠀⠈⠻⣾⠀⠀⠀⢸⡏⠻⣦⠀⠀⣿⠀⠀⣿⠀⠙⢷⡇⢹⣷⠀⠀⠉⣿⡏ ⠀⠾⠷⠤⢤⠾⠉⠉⠉⠉⠉⠉⠉⠉⠉⠀⠉⠉⠉⠉⠈⠉⠉⠀⠀⠉⠀⠀⠀⠉⠉⠀⠈⠉⠉⠉⠉⠉⠉⠉⠀⠀⠉⠀⠙⠳⠦⠤⠿⠃ Very worth. Definitely recommend!!,62.1,0,1
